id,video_title,video_published_at,comment
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Yes I agree that Trump tried to stop it however I disagree how he tried to stop it and the fact that he campaigned on it therefore he made it his issue but now when he comes to find out he had no clue whats going on and that it does not just depend on him he tries to blame everybody else and pretty much says its not my problem that is weak and disgusting
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Two of the biggest warmongering liars right there
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Mit ihrer medienwirksamen aber unklugen Aktion hat die Ukraine aufgeh rt zu existieren Und m glicherweise auch die NATO Der Angriff auf eine nukleares Arsenal ist die Er ffnung eines Atomkriegs
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Miss Rice God bless you and your family I think your are an American treasure stay healthy and safe ma am
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,I had always hoped and still do that she would have run for president She would have been so much better than GW Bush and obama
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,I VE ALWAYS HAD GREAT RESPECT FOR CONDALEESA RICE
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Another great winning move and another year Ukraine loses more land and more civilians
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Research doesn t have to be in ivy League Let it happen in tech companies
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Ukrainian is not very advanced this is a US deep state military operation Ukraine isn t buying weapons we are The Senators didn t spend x on a two night hotel stay the laundered taxpayers money to the military This is a violation of the Logan Act Horrendous
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,All that remains is to recognize Putin as a peacemaker Iran s nuclear program wants to prevent an attack on itself An example is Ukraine which had its nuclear weapons taken away and then was attacked
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,When Ms Rice speaks wise people should listen
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Cfr
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Condalessa Rice is a real Reagan Republican FOX usually sound ridiculous Ms Rice gives validity and elegance to FOX any time she speaks
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,T A C O
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,you ll lying to Ukrainian Ukraine are the one sufferring not NATO telling them they will win is a lie
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Spiderboy the retaliation from president putin will be devastating
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Sheer stupidity and propaganda from Fox is laughable Russia won this proxy war against collective west and NATO You can write all you want but reality check will hurt bad Fox only works if you are dumb and uneducated lol
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Disgusting warmongering woman I want to vomit even looking at her and what she spouts about instigating war and taking it to another level The wars are happening and continue because of people like Condo Liza Rice
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Seems that zelensky had a straight and Putin only had a pair of s
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Ukraine lost the war even before it got started
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Putin getting desperate man western media has really fallen Putin is about to suprise the world as he should as a True American i stand with Russia only the ignorant still believe Ukraine is a State
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Huh if only there was a Ukrainian who could ve told DT ecactly that some time ago
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Nato attacks Ukraine do not have the satellites Nato does
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Condi your days are gone
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Watching Rice makes me long for the days when the Republican Party was fairly moderate and pragmatic Would Rice be seen as loyal enough to work under the current Administration Would Reagan recognise this government as Republican
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,If USA would not have betrayed their Nato allies Ukraine would already be free Trump is in Putins pocket
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Fox is RT News
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,She should have been the first female president
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Great job Trump
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Wasn t Crimea a gift to Katherine the Great leader of Russia like back in the s So it s belonged to Russia all along
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Putin is nothing but a punk he only acts tough because he has nuclear weapons
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,You had to wheel out connie rice huh Doesnt get much more desprate then this
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Still hear your orange supreme leader say to Ukraine president You got no carts to play Ones again a big show of leadership orange man don t know how to govern he really don t unbelievable you voted for this laying telling thing who calls himself president of the united states What a joke and for the whole world to see and believe me they will see true the lays he is telling What a immoral narcissistic idiot
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Why would thay let this lier speak
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Trump is Putin s bit
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,While TACO MAN watches and does ABSOLUTELY NOTHING against his buddy Pooptin If you can t see that Donnie Two Dolls has something going with Pooper you just aren t looking or don t care about a free democratic country fighting for its survival I am ashamed as an American
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Condaliza love you
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Yet trump capitulated to Putin cause the USA is apparently too weak to face the great russian superpower and this war was already lost
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,So basically war crimes are the new norm now Using civilian infrastructure and equipment as a Trojan horse including the Mossad pager and now civilian trade related containers is a war crime as per the UN Please don t encourage this behavior How long before the other side starts using the same tactics Who knows which everyday use devices will then be rigged for petty military gains Shame on us for endorsing such actions By endorsing these actions are we making the world a better place for future generations
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,I wish we all can call Putin and ask him how is he feeling right now
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,This war will stop if the current Ukrainian President has stepped down
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,You re indirectly begging Putin
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Thanks for including Condoleeza Rice s analysis
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,I think the Russian people are tired of this senseless war and some Russian citizens may have been complicit in this drone strike
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,I have a bad feeling t Putin called president Trump and told him he will have is revenge i hope that is not nuclear weapons let us All pray
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,We didnt see it for years of war when Biden was president
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Condi is right A maximalist claim to the Iranians now is the position to take
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Trump will probably help Putin Where is the promised tariff on Russia
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Putin clearly has Trump on a leash The pee pee tapes must be real
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,It s great to see condoleeza
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Fake news why haven t you liars put up the latest attack done by Russia
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Trump has given his approval in his last phonecall to Putin to strike back Of course after giving his approval for Putins invasion plans for the former Sovjet countries like Ukraine during his first presidency Trump is totally dedicated to make Putin achieve his invasion goals
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Yes putin getting desperate because he s losing therefore he ll take desperate measures trump extended olive branch to everyone they all broke it futile negotiations nows keep sleeves buttoned careful speak
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Trump arrogantly berated Zelensky in PUBLIC that he has no cards Ukraine s recent attack on Russian air bases DEEP inside of Russia makes Trump look like a total fool
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,It s rather NATO and EU that are getting very desperate for aiding Ukraine in striking civilian train
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Soo apparently TACO trump has chickened out AGAIN and is urging the Senate to postpone a vote on russian sanctions AGAIN Most spineless president ever
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,You guys are playing with our intelligence do you think Ukraine can win Even put west together Putin will finish all watch out
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Trump let s Putin do whatever he wants because Trump is a Kompromat
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Foxnl news getting desperate with there propoganda
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Very novel idea
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,ukrainians are NOT ADVANCED its the UK and US involvement You are a liar Trump has flipped and is controlled by the DEEP State Trump knewabout the attacks and thats why he not able to talk
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Bravo SBU Baaadaaa Booom
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,This was done by USA cia
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Good thing Ukraine didn t tell USA trump probably would have accidentally added some russian reporter to the group chat
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Good for Ukrainian Russian Putin down the drainage Putin starts the war Zelenskyy will finally end up the war being the winner
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Trump s envoy went to talk peace with Ukraine Trump couldn t go he was busy game that day The guy said I really like Putin He s a real likable guy and look he had famous Russian painter paint this beautiful picture of the beloved Donald j Trump former leader of the Free World until China got the job
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,She is a highly intelligent Secretary of the State of the US the brilliant of a woman
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,When they say black DONT crack they are correct She looks amazing
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,sorry Mr Trump now I m really bursting at the seams either you re stupid or you re taking drugs Is it Ukraine s own fault Putin the criminal had to react you re crazy Ukraine is attacking military installations trying to deprive the Russians of the opportunity to continue attacking residential buildings and non military infrastructure what s going on in your brain you re crazy
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Dumb question Why has Putin never tried to take out Zelensky in over years now while dictator Zelensky jets around the world like a King at US taxpayer expense I say Putin and Zelensky has entered into some unhanded deal which explains why he remains unscathed Meanwhile is asking why there is no reporters on the front lines in Ukraine going on years now thus all progress reports on the so called war is coming from Ukraine
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Ukraine reports you say What if they are blowing smoke and just pumping out propaganda Ukraine and dictator Zelensky was winning awards for corruptness before the invasion then dubbed saints on day one of the invasion by Demcrats Nancy Pelosi and Chuck Schumer Remember that That in and of itself should have thrown up red flags Fox News
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,How come going on years now there are no independent reporters on the front lines in Ukraine putting out this news I have been asking this nagging question for years now while apparently you are just fine with believing whatever dictaor Zelensky says takes place as the gospel truth I am not I dont trust him as far as I can spit
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Condy Rice should stay in her hole along with her war criminal cronies bush chaney We don t need your advice EVER
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,It s such a disgrace to listen to nonsensical statements like this they are promising nothing to the world for peace
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,SOMEONE NEEDS TO DO IN CONMAN TRUMP TODAY MAYBE A CANADIAN WILL STEP UP AT THE NATO MEETINGS EACH DAY CONMAN TRUMP PROVES HE IS IN PUTIN S BED AND IS PUTIN S PUPPET AND FOOL WITH THE STATEMENTS HE MAKES ABOUT UKRAINE DEFENDING THEMSELVES CONMAN TRUMP IS A COWARD LIKE NO OTHER
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,UKRAINE SPECIAL OPS ARE INCREDIBLE AND TRUMP IS A BIGGER COWARD THAN ANYONE HAS EVER DREAMED TRYING TO STAND IN THE WAY OF THE SENATE SANCTIONS BILL IS EVEN MORE DISGUSTING WHAT IS CONMAN TRUMP DOING THE WORST PRESIDENT IN AMERICAN HISTORY CONMAN TRUMP IS A LOSER A LOSER
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Condoleezza is eviI
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,So happy you have Condoleezza Rice on Her opinion is respected and valued at such a time as this We need a voice that knows the issue
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Condoleezza Rice should be the first woman president she s normal
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Rice loves Stanford but she is going too far when she says the double helix was produced at Stanford It was produced at Cambridge University in England
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,She was and she is a shameless LIAR
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Rice is a complete IDIOT always has been
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,I miss Condi Rice such an intelligent well spoken Lady
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,I love Condi
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Ask her where the billion has gone if they re using toy drones
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,I m surprised Condoleezza was invited to Fox I thought she d be considered a far left RINO now
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Avante Ucr nia Coloque o cr pula da Sib ria para correr Ele que v lamber seus tanquinhos destru dos em Kharkiv Bando de psicopatas Russos Russos n o Pingussos
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,The power of Ukraine s voice reaches across borders
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Read more
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Putin a real sociopath He wantsexpands his territory no matter what he said my way or the highway
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,We love Madam Secretary Rice
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Condaleeza rice looks like a demond man
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Ukraine got to keep fighting hard to win this war over Putin called Putin is not going to stop and Donald Trump keep lying about what he can do but that is not the truth
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Russia certainly isn t desperate and nobody wants them to be
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,True desperation calls for desparate solutions and nuclear adventurism is on the call
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,ukraine never should tried to join nato
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,if biden wasn t such a bad weak president russia wouldn t have never started
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Madam secretary rice is still all class
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Trump did what Biden failed to do Biden started the war and left it behind when Ukraine initially requested for arms few days after Russia invasion Biden refused until Putin deepens into Ukraine If the weapons was given to Ukrainians they should have defended themselves and the Russians could have fled so stop blaming Trump
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Very astute woman hope she comes back
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,You have to love the Russians calling Ukraine attacks deep inside Russia Terror attacks
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Z said he s not going to negotiate anymore Putin is contemplating upgrading the special military operation to a anti terror operation There s no negotiation in the latter The neocons got what they wanted a forever war Now those greedy monsters want the American taxpayer to pay for it
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Those casualty numbers are as phony as the denials about NATO involvement in the drone strikes on Russian strategic assets We re lucky the Russians use ICBMs and not bombers in their strategic forces otherwise we might have been nuked for that
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,I thought the MAGA king was gonna end the war on day one of his presidency FAKE CRIMINAL PRESIDENT Yeah yeah I know it s Joe Biden s fault Losers of the mind
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Condoleezza Rice is currently the Denning Professor in Global Business and the Economy at the Stanford Graduate School of Business the Thomas and Barbara Stephenson Senior Fellow on Public Policy at the Hoover Institution and a professor of political science at Stanford University Is she a DEI left wing black woman radical DEM hire like judge Jean perro Secretary of State under Bush was her job
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Man I loved that woman She was amazing I would of voted for her as president in a heartbeat God bless you Mrs Rice
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,She will be the first American woman president but she needs to go inline with the nature
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Fund Harvard even though they regularly show antisemitism No thanks Find another University that isn t antisemitic and divert Harvard s research funds
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Outstanding interview COMMON SENSE
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,LISTEN TO THIS OLD HOG LYING TO THE CAMERA SHAME ON YOUR CHILDREN THAT AT YOUR OLD EVIL AGE WANTS TO THINK THE WORLD IS STUPID
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Putin is gonna crush Ukraine and all the lives lost will all be on that vile war monger Lindsey Graham
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Ukraine does not have the know how for underwater explosive use NATO AND HENCE AMERICA TRUMP NEEDS TO END THIS BY STOPPING MONEY AND WEAPONS
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Reading these comments one gets the sense that the american population or atleast the viewers of this show are extremely ignorant U idiots have never known war u have no idea what the implications are but soon it will visit you keep cheering
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Brian love the Show PS your Killin me
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,SLAVA Ukraine
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Neocon gibberish by Fox to manipulate boomers
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,I was happy to listen to Condoleezza Rice She is a very smart woman I could listen to her speak for hours I wish she was in Trump s administration I would vote for her in any political office She would be a wonderful and unifying President of the United States
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Putin has been on the ropes since this began according to he news
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Wow you people are truely in the dark This attack is a violation of the New START nuclear arms control treaty This act is tantamount an armed burgler kicking in your front door Now in accordance with international law Russia may respond with nuclear strikes
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,In Canada hid and then got out Americans in the Iran hostage crisis How quick the USA has forget an alley There are real time videos on the USN with the Houthis where the engagement showcases the speed strategy and overwhelming power of modern American airpower to protect international commerce which is great but at the same time it highlights the USA s present lack of commitment to Ukraine Especially with comments like President Trump claiming that Ukraine started the war and has no cards to play I have zero confidence that Trump will do anything to place the new sanctions on Russia And this will just encourage Putin to continue his paramilitary and cyber attacks on NATO counties Concerning Tariffs Canada has a service surplus with the USA And t he actual math on President Trump s apparent liberation day takes the trade deficit as an ipso facto and doesn t relate to the actual trade barriers tariffs or currency manipulations and doesn t measure what other countries true tariffs are or non tariffs are Because what Trump doesn t realize is that trade deceit is not necessarily a bad thing For example I have a massive trade deficit with my grocery store and my mechanic etcetera And my employer has a massive trade deficit with me I don t buy anything from my employer So as one can see these imbalances are not problems But the USA is being fooled again by President Trump because he wants to be the seller of everything not the buyer And note there are countries on that list like Britain Brazil Chile and Australia etcetera that are all being charged tariffs who actually have a trade deficit with the USA All of this is not fair and that will bring the world economy into a recession and the world against President Trump s administration Trump s tariffs are fake and are not supported by sophisticated models and rigorous analysis for economic stability and growth and it will not restore the economic engine of American manufacturing Economists say that the USA is not going to go back to what America made manufactured in the ies because the manufacturing system is too integrated and too dispersed and will remain such because global trade lowers costs for the American people and therefore results in a lower inflation rate What President Trump is doing is going to cost all consumers more money
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,I would say Ukraine is the desperate one right now It is desperately asking for a cease fire and talks It knows Russian response will be very harsh Unfortunately it will be
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Ukraine definitely does have cards they just keep it quiet
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,I suspect some high ranking russian military and intelligence people will experience a slight change to their career trajectory
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Ukraine needs to pay us tax payers back or surrender thier country to America not all of us forgot that Ukraine killed thousands of Americans in WW and
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,It s okay we don t want your opinion we don t want your religious view we just want the news
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,When it comes to retaliation against enemies the TACO man has full understanding so he did not even say Stop Vladimir
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,This act by Ukraine now undermines the nuclear framework between the US and Russia where Russia placed its bombers out in the open for the US and vice versa Stunning how these commentators don t see the escalation coming but I wouldn t be surprised by the US media and mentality
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Don t agree in giving funding to radical Universities that promote hatred They may produce scientific products and research but it does not mean they should get any funding Start a Scientific and Research University with that funding and hand pick those professors that will teach only Science not hatred towards other races specifically the Jewish people
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Note to the Trump Administration Putin doesnt want peace Xi doesn t want a trade deal Those two are autocrat imperialistic dictators be safe out there
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,I really like Condoleezza Rice I find she is like most people including myself not very good at predicting the future And very wisely she does not try President Trump has far to many advisors for us to worry about Harvard and scientific research The plan is to throw out the bath water not the baby Since DEI Harvard has ceased to be a source of excellence Let s not live in the past
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,She seems like a good person very smart and not in a bad way
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Fox is right Putin s desperate Actually it is not really desperate but a cold controlled reaction Russian soldiers and leaders are not just a military power they operate like Borg who were attacked damaged and self repaired in quite a short time They will come back again with a better and less vulnerable model
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Did the Russians put a Z on all their vehicles at the start of the war cos they knew Zelensky was gonna own them
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,The worst secretary ever She is a liar
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Connie just frothing at the mouth to use this tactic in some poor middle eastern country
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,A child is not blamed for growing long teeth as long as he also grows thick lips to cover them
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Let them go into Russia and do their thing
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,She s horrible original Kamala Harris token sock puppet for the establishment
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Am I high or did that just not look like a bridge at all
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Yea maybe he ll surrender tomorrow
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Trump hasn t stop the war Whats going on you republicans clowns
8wIk-FMsXb8,Putin getting 'desperate' as Ukraine launches new 'extraordinary' attack,2025-06-04,Stand with Ukraine
